zip_member,label,source_label,filename,dataset
datasets/lung_cancer/Bengin cases/Bengin case (113).jpg,Benign,Bengin cases,Bengin case (113).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (114).jpg,Benign,Bengin cases,Bengin case (114).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (115).jpg,Benign,Bengin cases,Bengin case (115).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (116).jpg,Benign,Bengin cases,Bengin case (116).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (117).jpg,Benign,Bengin cases,Bengin case (117).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (118).jpg,Benign,Bengin cases,Bengin case (118).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (119).jpg,Benign,Bengin cases,Bengin case (119).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (12).jpg,Benign,Bengin cases,Bengin case (12).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (120).jpg,Benign,Bengin cases,Bengin case (120).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (13).jpg,Benign,Bengin cases,Bengin case (13).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (14).jpg,Benign,Bengin cases,Bengin case (14).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (15).jpg,Benign,Bengin cases,Bengin case (15).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (16).jpg,Benign,Bengin cases,Bengin case (16).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (17).jpg,Benign,Bengin cases,Bengin case (17).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (18).jpg,Benign,Bengin cases,Bengin case (18).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (19).jpg,Benign,Bengin cases,Bengin case (19).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (2).jpg,Benign,Bengin cases,Bengin case (2).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (20).jpg,Benign,Bengin cases,Bengin case (20).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (21).jpg,Benign,Bengin cases,Bengin case (21).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (22).jpg,Benign,Bengin cases,Bengin case (22).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (23).jpg,Benign,Bengin cases,Bengin case (23).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (24).jpg,Benign,Bengin cases,Bengin case (24).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (25).jpg,Benign,Bengin cases,Bengin case (25).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (26).jpg,Benign,Bengin cases,Bengin case (26).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (27).jpg,Benign,Bengin cases,Bengin case (27).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (28).jpg,Benign,Bengin cases,Bengin case (28).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (29).jpg,Benign,Bengin cases,Bengin case (29).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (3).jpg,Benign,Bengin cases,Bengin case (3).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (30).jpg,Benign,Bengin cases,Bengin case (30).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (31).jpg,Benign,Bengin cases,Bengin case (31).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (32).jpg,Benign,Bengin cases,Bengin case (32).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (33).jpg,Benign,Bengin cases,Bengin case (33).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (34).jpg,Benign,Bengin cases,Bengin case (34).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (35).jpg,Benign,Bengin cases,Bengin case (35).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (36).jpg,Benign,Bengin cases,Bengin case (36).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (37).jpg,Benign,Bengin cases,Bengin case (37).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (38).jpg,Benign,Bengin cases,Bengin case (38).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (39).jpg,Benign,Bengin cases,Bengin case (39).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (4).jpg,Benign,Bengin cases,Bengin case (4).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (40).jpg,Benign,Bengin cases,Bengin case (40).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (41).jpg,Benign,Bengin cases,Bengin case (41).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (42).jpg,Benign,Bengin cases,Bengin case (42).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (43).jpg,Benign,Bengin cases,Bengin case (43).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (44).jpg,Benign,Bengin cases,Bengin case (44).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (45).jpg,Benign,Bengin cases,Bengin case (45).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (46).jpg,Benign,Bengin cases,Bengin case (46).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (47).jpg,Benign,Bengin cases,Bengin case (47).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (48).jpg,Benign,Bengin cases,Bengin case (48).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (49).jpg,Benign,Bengin cases,Bengin case (49).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (5).jpg,Benign,Bengin cases,Bengin case (5).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (50).jpg,Benign,Bengin cases,Bengin case (50).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (51).jpg,Benign,Bengin cases,Bengin case (51).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (52).jpg,Benign,Bengin cases,Bengin case (52).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (53).jpg,Benign,Bengin cases,Bengin case (53).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (54).jpg,Benign,Bengin cases,Bengin case (54).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (55).jpg,Benign,Bengin cases,Bengin case (55).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (56).jpg,Benign,Bengin cases,Bengin case (56).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (57).jpg,Benign,Bengin cases,Bengin case (57).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (58).jpg,Benign,Bengin cases,Bengin case (58).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (59).jpg,Benign,Bengin cases,Bengin case (59).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (6).jpg,Benign,Bengin cases,Bengin case (6).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (60).jpg,Benign,Bengin cases,Bengin case (60).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (61).jpg,Benign,Bengin cases,Bengin case (61).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (62).jpg,Benign,Bengin cases,Bengin case (62).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (63).jpg,Benign,Bengin cases,Bengin case (63).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (64).jpg,Benign,Bengin cases,Bengin case (64).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (65).jpg,Benign,Bengin cases,Bengin case (65).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (66).jpg,Benign,Bengin cases,Bengin case (66).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (67).jpg,Benign,Bengin cases,Bengin case (67).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (68).jpg,Benign,Bengin cases,Bengin case (68).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (69).jpg,Benign,Bengin cases,Bengin case (69).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (7).jpg,Benign,Bengin cases,Bengin case (7).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (70).jpg,Benign,Bengin cases,Bengin case (70).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (71).jpg,Benign,Bengin cases,Bengin case (71).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (72).jpg,Benign,Bengin cases,Bengin case (72).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (73).jpg,Benign,Bengin cases,Bengin case (73).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (74).jpg,Benign,Bengin cases,Bengin case (74).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (75).jpg,Benign,Bengin cases,Bengin case (75).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (76).jpg,Benign,Bengin cases,Bengin case (76).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (77).jpg,Benign,Bengin cases,Bengin case (77).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (78).jpg,Benign,Bengin cases,Bengin case (78).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (79).jpg,Benign,Bengin cases,Bengin case (79).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (8).jpg,Benign,Bengin cases,Bengin case (8).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (80).jpg,Benign,Bengin cases,Bengin case (80).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (81).jpg,Benign,Bengin cases,Bengin case (81).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (82).jpg,Benign,Bengin cases,Bengin case (82).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (83).jpg,Benign,Bengin cases,Bengin case (83).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (84).jpg,Benign,Bengin cases,Bengin case (84).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (85).jpg,Benign,Bengin cases,Bengin case (85).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (86).jpg,Benign,Bengin cases,Bengin case (86).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (87).jpg,Benign,Bengin cases,Bengin case (87).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (88).jpg,Benign,Bengin cases,Bengin case (88).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (89).jpg,Benign,Bengin cases,Bengin case (89).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (9).jpg,Benign,Bengin cases,Bengin case (9).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (90).jpg,Benign,Bengin cases,Bengin case (90).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (91).jpg,Benign,Bengin cases,Bengin case (91).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (92).jpg,Benign,Bengin cases,Bengin case (92).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (93).jpg,Benign,Bengin cases,Bengin case (93).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (94).jpg,Benign,Bengin cases,Bengin case (94).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (95).jpg,Benign,Bengin cases,Bengin case (95).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (96).jpg,Benign,Bengin cases,Bengin case (96).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (97).jpg,Benign,Bengin cases,Bengin case (97).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (98).jpg,Benign,Bengin cases,Bengin case (98).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (99).jpg,Benign,Bengin cases,Bengin case (99).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (1).jpg,Malignant,Malignant cases,Malignant case (1).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (10).jpg,Malignant,Malignant cases,Malignant case (10).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (100).jpg,Malignant,Malignant cases,Malignant case (100).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (101).jpg,Malignant,Malignant cases,Malignant case (101).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (102).jpg,Malignant,Malignant cases,Malignant case (102).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (103).jpg,Malignant,Malignant cases,Malignant case (103).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (104).jpg,Malignant,Malignant cases,Malignant case (104).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (105).jpg,Malignant,Malignant cases,Malignant case (105).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (106).jpg,Malignant,Malignant cases,Malignant case (106).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (107).jpg,Malignant,Malignant cases,Malignant case (107).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (108).jpg,Malignant,Malignant cases,Malignant case (108).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (109).jpg,Malignant,Malignant cases,Malignant case (109).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (11).jpg,Malignant,Malignant cases,Malignant case (11).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (110).jpg,Malignant,Malignant cases,Malignant case (110).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (111).jpg,Malignant,Malignant cases,Malignant case (111).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (112).jpg,Malignant,Malignant cases,Malignant case (112).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (113).jpg,Malignant,Malignant cases,Malignant case (113).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (114).jpg,Malignant,Malignant cases,Malignant case (114).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (115).jpg,Malignant,Malignant cases,Malignant case (115).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (116).jpg,Malignant,Malignant cases,Malignant case (116).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (117).jpg,Malignant,Malignant cases,Malignant case (117).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (118).jpg,Malignant,Malignant cases,Malignant case (118).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (119).jpg,Malignant,Malignant cases,Malignant case (119).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (12).jpg,Malignant,Malignant cases,Malignant case (12).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (120).jpg,Malignant,Malignant cases,Malignant case (120).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (121).jpg,Malignant,Malignant cases,Malignant case (121).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (122).jpg,Malignant,Malignant cases,Malignant case (122).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (123).jpg,Malignant,Malignant cases,Malignant case (123).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (124).jpg,Malignant,Malignant cases,Malignant case (124).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (125).jpg,Malignant,Malignant cases,Malignant case (125).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (126).jpg,Malignant,Malignant cases,Malignant case (126).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (127).jpg,Malignant,Malignant cases,Malignant case (127).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (128).jpg,Malignant,Malignant cases,Malignant case (128).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (129).jpg,Malignant,Malignant cases,Malignant case (129).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (13).jpg,Malignant,Malignant cases,Malignant case (13).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (130).jpg,Malignant,Malignant cases,Malignant case (130).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (131).jpg,Malignant,Malignant cases,Malignant case (131).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (132).jpg,Malignant,Malignant cases,Malignant case (132).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (133).jpg,Malignant,Malignant cases,Malignant case (133).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (134).jpg,Malignant,Malignant cases,Malignant case (134).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (135).jpg,Malignant,Malignant cases,Malignant case (135).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (136).jpg,Malignant,Malignant cases,Malignant case (136).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (137).jpg,Malignant,Malignant cases,Malignant case (137).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (138).jpg,Malignant,Malignant cases,Malignant case (138).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (139).jpg,Malignant,Malignant cases,Malignant case (139).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (14).jpg,Malignant,Malignant cases,Malignant case (14).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (140).jpg,Malignant,Malignant cases,Malignant case (140).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (141).jpg,Malignant,Malignant cases,Malignant case (141).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (142).jpg,Malignant,Malignant cases,Malignant case (142).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (143).jpg,Malignant,Malignant cases,Malignant case (143).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (144).jpg,Malignant,Malignant cases,Malignant case (144).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (145).jpg,Malignant,Malignant cases,Malignant case (145).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (146).jpg,Malignant,Malignant cases,Malignant case (146).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (147).jpg,Malignant,Malignant cases,Malignant case (147).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (148).jpg,Malignant,Malignant cases,Malignant case (148).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (149).jpg,Malignant,Malignant cases,Malignant case (149).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (15).jpg,Malignant,Malignant cases,Malignant case (15).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (150).jpg,Malignant,Malignant cases,Malignant case (150).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (151).jpg,Malignant,Malignant cases,Malignant case (151).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (152).jpg,Malignant,Malignant cases,Malignant case (152).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (153).jpg,Malignant,Malignant cases,Malignant case (153).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (154).jpg,Malignant,Malignant cases,Malignant case (154).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (155).jpg,Malignant,Malignant cases,Malignant case (155).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (156).jpg,Malignant,Malignant cases,Malignant case (156).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (157).jpg,Malignant,Malignant cases,Malignant case (157).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (158).jpg,Malignant,Malignant cases,Malignant case (158).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (159).jpg,Malignant,Malignant cases,Malignant case (159).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (16).jpg,Malignant,Malignant cases,Malignant case (16).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (160).jpg,Malignant,Malignant cases,Malignant case (160).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (161).jpg,Malignant,Malignant cases,Malignant case (161).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (162).jpg,Malignant,Malignant cases,Malignant case (162).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (163).jpg,Malignant,Malignant cases,Malignant case (163).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (164).jpg,Malignant,Malignant cases,Malignant case (164).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (165).jpg,Malignant,Malignant cases,Malignant case (165).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (166).jpg,Malignant,Malignant cases,Malignant case (166).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (167).jpg,Malignant,Malignant cases,Malignant case (167).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (168).jpg,Malignant,Malignant cases,Malignant case (168).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (169).jpg,Malignant,Malignant cases,Malignant case (169).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (17).jpg,Malignant,Malignant cases,Malignant case (17).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (170).jpg,Malignant,Malignant cases,Malignant case (170).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (171).jpg,Malignant,Malignant cases,Malignant case (171).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (172).jpg,Malignant,Malignant cases,Malignant case (172).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (173).jpg,Malignant,Malignant cases,Malignant case (173).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (174).jpg,Malignant,Malignant cases,Malignant case (174).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (175).jpg,Malignant,Malignant cases,Malignant case (175).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (176).jpg,Malignant,Malignant cases,Malignant case (176).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (177).jpg,Malignant,Malignant cases,Malignant case (177).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (178).jpg,Malignant,Malignant cases,Malignant case (178).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (179).jpg,Malignant,Malignant cases,Malignant case (179).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (18).jpg,Malignant,Malignant cases,Malignant case (18).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (180).jpg,Malignant,Malignant cases,Malignant case (180).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (181).jpg,Malignant,Malignant cases,Malignant case (181).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (182).jpg,Malignant,Malignant cases,Malignant case (182).jpg,LungCancerImagingSystem
