zip_member,label,source_label,filename,dataset
datasets/lung_cancer/Normal cases/Normal case (172).jpg,Normal,Normal cases,Normal case (172).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (239).jpg,Malignant,Malignant cases,Malignant case (239).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (76).jpg,Normal,Normal cases,Normal case (76).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (197).jpg,Normal,Normal cases,Normal case (197).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (106).jpg,Benign,Bengin cases,Bengin case (106).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (182).jpg,Malignant,Malignant cases,Malignant case (182).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (26).jpg,Benign,Bengin cases,Bengin case (26).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (63).jpg,Benign,Bengin cases,Bengin case (63).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (221).jpg,Normal,Normal cases,Normal case (221).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (107).jpg,Benign,Bengin cases,Bengin case (107).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (330).jpg,Malignant,Malignant cases,Malignant case (330).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (282).jpg,Malignant,Malignant cases,Malignant case (282).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (57).jpg,Benign,Bengin cases,Bengin case (57).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (206).jpg,Normal,Normal cases,Normal case (206).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (43).jpg,Benign,Bengin cases,Bengin case (43).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (105).jpg,Malignant,Malignant cases,Malignant case (105).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (207).jpg,Normal,Normal cases,Normal case (207).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (400).jpg,Malignant,Malignant cases,Malignant case (400).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (379).jpg,Malignant,Malignant cases,Malignant case (379).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (91).jpg,Normal,Normal cases,Normal case (91).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (12).jpg,Normal,Normal cases,Normal case (12).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (75).jpg,Malignant,Malignant cases,Malignant case (75).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (414).jpg,Normal,Normal cases,Normal case (414).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (334).jpg,Malignant,Malignant cases,Malignant case (334).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (537).jpg,Malignant,Malignant cases,Malignant case (537).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (13).jpg,Benign,Bengin cases,Bengin case (13).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (547).jpg,Malignant,Malignant cases,Malignant case (547).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (199).jpg,Malignant,Malignant cases,Malignant case (199).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (105).jpg,Benign,Bengin cases,Bengin case (105).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (401).jpg,Normal,Normal cases,Normal case (401).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (109).jpg,Malignant,Malignant cases,Malignant case (109).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (39).jpg,Normal,Normal cases,Normal case (39).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (456).jpg,Malignant,Malignant cases,Malignant case (456).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (118).jpg,Benign,Bengin cases,Bengin case (118).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (29).jpg,Benign,Bengin cases,Bengin case (29).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (234).jpg,Normal,Normal cases,Normal case (234).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (198).jpg,Malignant,Malignant cases,Malignant case (198).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (170).jpg,Malignant,Malignant cases,Malignant case (170).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (96).jpg,Benign,Bengin cases,Bengin case (96).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (64).jpg,Normal,Normal cases,Normal case (64).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (390).jpg,Normal,Normal cases,Normal case (390).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (36).jpg,Benign,Bengin cases,Bengin case (36).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (59).jpg,Normal,Normal cases,Normal case (59).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (25).jpg,Benign,Bengin cases,Bengin case (25).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (331).jpg,Normal,Normal cases,Normal case (331).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (169).jpg,Malignant,Malignant cases,Malignant case (169).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (237).jpg,Malignant,Malignant cases,Malignant case (237).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (447).jpg,Malignant,Malignant cases,Malignant case (447).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (66).jpg,Benign,Bengin cases,Bengin case (66).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (93).jpg,Malignant,Malignant cases,Malignant case (93).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (382).jpg,Normal,Normal cases,Normal case (382).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (114).jpg,Malignant,Malignant cases,Malignant case (114).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (177).jpg,Normal,Normal cases,Normal case (177).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (266).jpg,Normal,Normal cases,Normal case (266).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (257).jpg,Normal,Normal cases,Normal case (257).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (89).jpg,Malignant,Malignant cases,Malignant case (89).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (69).jpg,Malignant,Malignant cases,Malignant case (69).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (398).jpg,Normal,Normal cases,Normal case (398).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (346).jpg,Normal,Normal cases,Normal case (346).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (153).jpg,Normal,Normal cases,Normal case (153).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (272).jpg,Normal,Normal cases,Normal case (272).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (96).jpg,Normal,Normal cases,Normal case (96).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (79).jpg,Benign,Bengin cases,Bengin case (79).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (35).jpg,Normal,Normal cases,Normal case (35).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (254).jpg,Malignant,Malignant cases,Malignant case (254).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (62).jpg,Normal,Normal cases,Normal case (62).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (168).jpg,Normal,Normal cases,Normal case (168).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (543).jpg,Malignant,Malignant cases,Malignant case (543).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (339).jpg,Normal,Normal cases,Normal case (339).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (54).jpg,Normal,Normal cases,Normal case (54).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (103).jpg,Normal,Normal cases,Normal case (103).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (7).jpg,Malignant,Malignant cases,Malignant case (7).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (92).jpg,Malignant,Malignant cases,Malignant case (92).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (276).jpg,Normal,Normal cases,Normal case (276).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (156).jpg,Normal,Normal cases,Normal case (156).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (384).jpg,Normal,Normal cases,Normal case (384).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (307).jpg,Normal,Normal cases,Normal case (307).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (338).jpg,Normal,Normal cases,Normal case (338).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (548).jpg,Malignant,Malignant cases,Malignant case (548).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (179).jpg,Malignant,Malignant cases,Malignant case (179).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (83).jpg,Normal,Normal cases,Normal case (83).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (84).jpg,Benign,Bengin cases,Bengin case (84).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (55).jpg,Benign,Bengin cases,Bengin case (55).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (164).jpg,Malignant,Malignant cases,Malignant case (164).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (77).jpg,Malignant,Malignant cases,Malignant case (77).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (108).jpg,Benign,Bengin cases,Bengin case (108).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (357).jpg,Normal,Normal cases,Normal case (357).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (352).jpg,Normal,Normal cases,Normal case (352).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (159).jpg,Malignant,Malignant cases,Malignant case (159).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (173).jpg,Normal,Normal cases,Normal case (173).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (346).jpg,Malignant,Malignant cases,Malignant case (346).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (308).jpg,Normal,Normal cases,Normal case (308).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (218).jpg,Malignant,Malignant cases,Malignant case (218).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (502).jpg,Malignant,Malignant cases,Malignant case (502).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (121).jpg,Normal,Normal cases,Normal case (121).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (16).jpg,Benign,Bengin cases,Bengin case (16).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (53).jpg,Benign,Bengin cases,Bengin case (53).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (60).jpg,Benign,Bengin cases,Bengin case (60).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (469).jpg,Malignant,Malignant cases,Malignant case (469).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (385).jpg,Normal,Normal cases,Normal case (385).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (110).jpg,Benign,Bengin cases,Bengin case (110).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (47).jpg,Benign,Bengin cases,Bengin case (47).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (193).jpg,Malignant,Malignant cases,Malignant case (193).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (411).jpg,Normal,Normal cases,Normal case (411).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (261).jpg,Malignant,Malignant cases,Malignant case (261).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (387).jpg,Malignant,Malignant cases,Malignant case (387).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (38).jpg,Normal,Normal cases,Normal case (38).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (140).jpg,Normal,Normal cases,Normal case (140).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (76).jpg,Malignant,Malignant cases,Malignant case (76).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (62).jpg,Benign,Bengin cases,Bengin case (62).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (80).jpg,Normal,Normal cases,Normal case (80).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (137).jpg,Malignant,Malignant cases,Malignant case (137).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (358).jpg,Normal,Normal cases,Normal case (358).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (32).jpg,Benign,Bengin cases,Bengin case (32).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (54).jpg,Benign,Bengin cases,Bengin case (54).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (215).jpg,Normal,Normal cases,Normal case (215).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (337).jpg,Malignant,Malignant cases,Malignant case (337).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (238).jpg,Malignant,Malignant cases,Malignant case (238).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (442).jpg,Malignant,Malignant cases,Malignant case (442).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (119).jpg,Normal,Normal cases,Normal case (119).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (513).jpg,Malignant,Malignant cases,Malignant case (513).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (248).jpg,Malignant,Malignant cases,Malignant case (248).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (183).jpg,Normal,Normal cases,Normal case (183).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (340).jpg,Normal,Normal cases,Normal case (340).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (272).jpg,Malignant,Malignant cases,Malignant case (272).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (186).jpg,Normal,Normal cases,Normal case (186).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (88).jpg,Benign,Bengin cases,Bengin case (88).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (200).jpg,Malignant,Malignant cases,Malignant case (200).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (265).jpg,Malignant,Malignant cases,Malignant case (265).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (419).jpg,Malignant,Malignant cases,Malignant case (419).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (247).jpg,Normal,Normal cases,Normal case (247).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (101).jpg,Malignant,Malignant cases,Malignant case (101).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (75).jpg,Benign,Bengin cases,Bengin case (75).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (323).jpg,Malignant,Malignant cases,Malignant case (323).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (275).jpg,Normal,Normal cases,Normal case (275).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (175).jpg,Malignant,Malignant cases,Malignant case (175).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (307).jpg,Malignant,Malignant cases,Malignant case (307).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (44).jpg,Benign,Bengin cases,Bengin case (44).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (140).jpg,Malignant,Malignant cases,Malignant case (140).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (289).jpg,Malignant,Malignant cases,Malignant case (289).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (6).jpg,Benign,Bengin cases,Bengin case (6).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (540).jpg,Malignant,Malignant cases,Malignant case (540).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (282).jpg,Normal,Normal cases,Normal case (282).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (428).jpg,Malignant,Malignant cases,Malignant case (428).jpg,LungCancerImagingSystem
datasets/lung_cancer/Normal cases/Normal case (403).jpg,Normal,Normal cases,Normal case (403).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (232).jpg,Malignant,Malignant cases,Malignant case (232).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (76).jpg,Benign,Bengin cases,Bengin case (76).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (113).jpg,Malignant,Malignant cases,Malignant case (113).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (92).jpg,Benign,Bengin cases,Bengin case (92).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (298).jpg,Malignant,Malignant cases,Malignant case (298).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (101).jpg,Benign,Bengin cases,Bengin case (101).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (80).jpg,Malignant,Malignant cases,Malignant case (80).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (539).jpg,Malignant,Malignant cases,Malignant case (539).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (31).jpg,Malignant,Malignant cases,Malignant case (31).jpg,LungCancerImagingSystem
datasets/lung_cancer/Bengin cases/Bengin case (73).jpg,Benign,Bengin cases,Bengin case (73).jpg,LungCancerImagingSystem
datasets/lung_cancer/Malignant cases/Malignant case (358).jpg,Malignant,Malignant cases,Malignant case (358).jpg,LungCancerImagingSystem
